3.678101581443783408e-01 6.119830159921458845e-01 3.314091038240649656e-01 5.710382513661201864e-01
5.901908273834086671e-01 3.823066761622910259e-01 5.672090862742551476e-01 3.442622950819673733e-01
4.598632203643679417e-01 4.722419729500782482e-01 4.021527826270282491e-01 5.273224043715848408e-01
4.625220965223095226e-01 5.039331168225739122e-01 4.034806080623236091e-01 2.213114754098362558e-01
3.716272473709665292e-01 5.736140609614265307e-01 3.454607737601233519e-01 5.546448087431694596e-01
4.550160175646295047e-01 5.258853723350797038e-01 4.470810548484397406e-01 4.508196721311477084e-01
7.113524922181191368e-01 3.063052634292893206e-01 6.444960249216059589e-01 6.120218579234972811e-01
6.157765267114048147e-01 2.937522222135474093e-01 5.705075741886697083e-01 6.393442622950821219e-01
1.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 4.863387978142078572e-01
5.192793607323125116e-01 3.681796009872124187e-01 4.867743196150459140e-01 8.333333333333332593e-01
4.044183117001411976e-01 5.352234498584623745e-01 3.730244505151532608e-01 5.000000000000000000e-01
5.100142971796853830e-01 4.657238201422608803e-01 4.301701078332561545e-01 2.677595628415301854e-01
4.804752680067006509e-01 4.629262933270552050e-01 4.489212597166387653e-01 5.655737704918033515e-01
2.493095033384394588e-01 7.148307725574244431e-01 2.291371195302220332e-01 5.765027322404371324e-01
3.293137904221928869e-01 5.670630218203900341e-01 2.851813939304189693e-01 5.054644808743169460e-01
7.799796471593907210e-01 1.978047333601556101e-01 7.558610673889720744e-01 5.109289617486341140e-01
5.476413429637765340e-01 4.429194542934490886e-01 5.318571797041429239e-01 5.382513661202187327e-01
4.335575320653664577e-01 5.194472881548857224e-01 4.013817361866031663e-01 3.469945355191259573e-01
5.758123945962558832e-01 4.160746960161274544e-01 5.697374427316586054e-01 5.846994535519126623e-01
3.874392103275540733e-01 5.855531111281386814e-01 3.608702339763935618e-01 2.896174863387978582e-01
5.002541774278449482e-01 5.114203068597332758e-01 5.216345185270252482e-01 4.289617486338800356e-01
6.230404063784071855e-01 3.708001140499774251e-01 6.083750278771865583e-01 3.661202185792350461e-01
5.531060321562967230e-01 3.946782520062014354e-01 5.710267167186532378e-01 5.136612021857924759e-01
4.204324723094244876e-01 4.994669243281312787e-01 3.741480874125201472e-01 7.759562841530054378e-01
6.549136607758379025e-01 2.597918826944760617e-01 6.277100825603267875e-01 4.043715846994537788e-01
6.401069884287677869e-01 3.004766471349725188e-01 6.340109399529332279e-01 4.262295081967214516e-01
3.560631454176895749e-01 6.130753028956886785e-01 3.447759917980428024e-01 5.765027322404371324e-01
3.738085007281356509e-01 5.867685891754622629e-01 3.227901938476707699e-01 5.819672131147540783e-01
3.704530850832646882e-01 6.121087235388261716e-01 3.090091016769341281e-01 5.519125683060112086e-01
