2.959823505904266572e-01 7.509306364556310731e-01 2.870523555316814024e-01 4.371584699453552880e-01
7.289236784610951536e-02 9.230538283087551532e-01 7.555368421589656047e-02 2.732240437158471313e-01
1.327789658354234792e-01 8.698198514631706457e-01 1.169687823704757407e-01 5.901639344262296083e-01
2.465879780073539085e-01 6.697234174961431696e-01 1.954942706011896236e-01 4.098360655737706693e-01
7.740018677160115379e-02 9.042738732364420384e-01 6.781518456972962516e-02 4.098360655737706693e-01
1.362925907586681196e-01 8.173640686210217332e-01 1.213567594025025675e-01 8.224043715846993674e-01
1.159555499485127039e-01 8.774440281784100515e-01 7.713282986912399497e-02 4.890710382513661636e-01
0.000000000000000000e+00 9.398152104913232163e-01 1.746963628183030148e-03 6.120218579234972811e-01
2.301451411022406579e-01 7.376948404078909061e-01 1.867226227816435602e-01 5.901639344262296083e-01
1.785647870888608657e-01 7.904531881029999152e-01 1.442402805388124376e-01 4.398907103825138720e-01
4.696631940163921159e-01 3.714180767742975009e-01 3.471412196284047180e-01 1.000000000000000000e+00
2.520474184766606229e-01 7.945351538654974455e-01 2.729691547022961018e-01 2.513661202185794585e-01
2.328549762381140198e-01 7.924068389068146256e-01 2.564268556493915496e-01 0.000000000000000000e+00
2.788203666223612043e-01 7.024529885291812548e-01 2.743689931519486813e-01 3.961748633879782489e-01
2.762016678876275666e-01 8.056706968689599790e-01 2.672499041209941417e-01 4.508196721311477084e-01
3.455889089677326442e-01 7.068867550735316030e-01 3.417827291977275639e-01 3.989071038251368329e-01
1.414743191297165303e-01 8.745698352221432659e-01 1.648321612042160378e-01 4.207650273224045057e-01
1.018314090925426102e-01 8.295903555653432182e-01 7.060838743641706383e-02 5.901639344262296083e-01
9.866703636654966525e-02 8.748173368114211534e-01 8.642707355495278521e-02 4.590163934426229608e-01
2.687272302896756004e-01 6.612345768293612647e-01 2.350810899660197850e-01 7.404371584699452891e-01
2.621981974316891367e-02 9.150052376356392347e-01 1.506252145524175114e-02 5.027322404371585840e-01
2.222616356107350033e-01 7.531598535259806937e-01 2.044629986691149648e-01 2.377049180327870104e-01
2.873089168423419992e-01 6.653165993944056833e-01 2.475188168739608230e-01 3.360655737704918433e-01
3.758092867350131261e-01 6.229547603726239835e-01 3.321272152321039228e-01 2.240437158469948398e-01
1.087908972069009939e-01 8.627902061797612099e-01 1.183105440724503132e-01 3.852459016393444124e-01
4.230696896647799243e-01 6.176430619131393351e-01 4.032881839917725753e-01 3.633879781420767396e-01
2.747051056304445904e-01 7.399413545150961280e-01 2.334374254697071382e-01 5.136612021857924759e-01
3.985885518441927844e-01 6.260406379247286379e-01 3.687349529238283519e-01 3.579234972677597937e-01
3.964300570599396112e-01 5.992412961167511432e-01 3.345973142042951154e-01 4.125683060109289757e-01
3.742905134286965141e-01 6.292176525150157129e-01 3.489681174852834467e-01 2.103825136612024194e-01
1.735170612917507904e-01 8.153000793333464724e-01 1.648793609503987900e-01 4.699453551912570748e-01
2.183027401743401208e-01 8.033190633488450638e-01 2.226143817365800193e-01 3.606557377049181001e-01
1.524896455876530443e-01 8.885739042608568061e-01 1.446579469609397539e-01 2.185792349726825914e-02
1.381887336182499038e-01 9.451748913275201947e-01 1.357427571737600536e-01 3.005464480874316946e-01
1.859478860782527165e-01 8.388978146597576568e-01 1.780971010847608726e-01 3.551912568306012097e-01
2.798360791270839143e-01 7.919571374248749462e-01 2.607042588614285061e-01 4.918032786885247476e-01
2.502665337880783381e-01 7.331539436575921220e-01 2.475611370270164036e-01 3.551912568306012097e-01
1.941607118851361724e-01 8.392942123369505625e-01 1.979275779814601566e-01 3.415300546448087338e-01
5.058188447858187609e-02 1.000000000000000000e+00 0.000000000000000000e+00 3.688524590163936301e-01
8.237197305658068569e-02 8.991692138807829693e-01 1.578240613968960940e-02 2.459016393442625403e-01
2.134931900159696694e-01 6.815652385999028118e-01 2.076206974583387765e-01 5.983606557377051383e-01
1.243325557909777945e-01 8.865391457832475508e-01 1.352308618273928842e-01 3.060109289617489181e-01
1.362542611956857053e-01 8.271237298307161367e-01 1.438086024198814150e-01 4.371584699453552880e-01
7.950048336130020876e-02 8.473318788163864967e-01 8.700340929676633750e-02 6.229508196721311730e-01
1.827578609894617012e-01 8.022413155047952715e-01 2.006305255667540921e-01 2.868852459016395517e-01
1.961328510643256251e-01 8.216935003244175695e-01 2.141647939587063842e-01 5.054644808743169460e-01
8.828137339563718600e-02 9.420853603352159489e-01 7.569271804763902378e-02 1.666666666666670460e-01
1.732449040070008495e-01 8.046522783683065505e-01 1.498981243981966638e-01 1.830601092896175230e-01
3.766339387225617341e-01 6.397251440299631664e-01 3.500342251024304296e-01 3.114754098360658641e-01
1.907801100389824589e-01 8.175766174066790848e-01 1.881118049235002976e-01 1.830601092896175230e-01
1.624423439222021370e-01 7.956440196212406502e-01 1.426674978777087988e-01 4.562841530054646544e-01
3.047276742023861673e-01 6.313238859110428258e-01 2.528228880650380539e-01 5.081967213114755300e-01
1.617447307532134670e-01 8.516502928022736674e-01 1.532129360258756845e-01 2.158469945355190323e-01
1.731281799851648318e-01 7.608332411816762786e-01 1.556589876430275188e-01 4.125683060109289757e-01
3.206335921654503429e-01 6.155968682212870080e-01 3.160253696513332100e-01 4.945355191256830540e-01
3.340398581112388188e-01 6.283543849938817427e-01 2.821749969884455034e-01 3.114754098360658641e-01
6.157602732531607115e-02 9.659621163110444497e-01 4.145420197420270070e-02 4.535519125683060149e-01
2.114043128988226106e-01 8.332887053361728302e-01 1.894518270622916889e-01 3.825136612021872579e-02
5.244519169789468860e-01 4.659060492317637636e-01 4.942833385837699933e-01 5.819672131147540783e-01
2.598774041284372394e-01 7.426964436229014366e-01 2.876348320746142662e-01 3.469945355191259573e-01
1.640805154626031048e-01 8.060993326719414487e-01 1.658564348513236753e-01 3.196721311475410610e-01
8.456988194278486359e-01 1.096983986460355609e-01 8.081633259661344937e-01 4.071038251366120853e-01
4.216822949041440505e-01 5.706178135400821194e-01 3.984182485349387348e-01 2.677595628415301854e-01
6.972723119667536551e-01 2.883129359369274169e-01 6.869635876488312531e-01 2.978142076502733882e-01
2.702010631448789058e-01 7.157336746634430646e-01 2.412246807953728478e-01 3.087431693989072246e-01
5.156221741605242492e-01 5.026062787595503289e-01 5.095516973511136083e-01 6.557377049180361517e-02
4.202095506903132383e-01 6.473122192231373084e-01 4.004529955124228047e-01 2.650273224043718789e-01
5.967636643054442525e-01 4.331769316923860247e-01 5.733303483827386637e-01 4.125683060109289757e-01
4.186253832639847960e-01 5.071081334911390348e-01 3.617619817959742967e-01 4.071038251366120853e-01
5.083860119898228058e-01 5.360186528306005727e-01 4.990526213999610938e-01 4.726775956284153812e-01
4.639723776112021913e-01 5.424405424187910274e-01 4.375593969908771474e-01 4.972677595628416936e-01
